#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 1:32:14 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1988-11-15,1.5,1.0,25,8,15,0.00
1988-11-16,1.5,1.0,24,9,19,0.30
1988-11-17,1.5,1.3,14,2,8,0.10
1988-11-18,1.5,1.4,16,-2,6,0.00
1988-11-19,1.5,1.4,26,11,17,0.00
1988-11-20,1.5,1.4,29,14,18,0.00
1988-11-21,1.5,1.4,31,16,22,0.00
1988-11-22,1.6,1.4,33,24,28,0.20
1988-11-23,1.7,1.6,25,4,15,1.60
1988-11-24,3.1,3.2,21,3,9,0.30
1988-11-25,3.6,3.5,22,10,16,0.10
1988-11-26,3.6,3.6,28,8,22,0.00
1988-11-27,3.6,3.6,42,23,31,0.00
1988-11-28,3.6,3.6,30,17,24,0.00
1988-11-29,3.5,3.6,34,16,23,0.00
1988-11-30,3.5,3.6,34,18,22,0.00
1988-12-01,3.5,3.6,44,18,26,0.00
1988-12-02,3.5,3.6,22,20,21,0.00
1988-12-03,3.4,3.6,36,20,25,0.00
1988-12-04,3.4,3.6,42,22,26,0.00
1988-12-05,3.4,3.6,38,23,28,0.00
1988-12-06,3.4,3.6,42,19,30,0.00
1988-12-07,3.4,3.6,23,10,14,0.00
1988-12-08,3.4,3.6,27,8,16,0.00
1988-12-09,3.4,3.6,33,18,23,0.00
1988-12-10,3.4,3.6,36,19,24,0.00
1988-12-11,3.4,3.6,40,21,27,0.00
1988-12-12,3.4,3.6,45,26,32,0.00
1988-12-13,3.4,3.6,44,22,30,0.00
1988-12-14,3.4,3.6,37,-5,22,0.00
1988-12-15,3.4,3.6,5,-9,-1,0.50
1988-12-16,3.6,4.1,11,4,9,0.30
1988-12-17,3.8,4.4,14,10,11,1.20
1988-12-18,4.6,5.6,20,1,7,0.10
1988-12-19,4.9,5.7,22,6,14,0.00
1988-12-20,4.9,5.7,22,6,14,0.40
1988-12-21,5.1,6.1,8,0,4,0.10
1988-12-22,5.5,6.2,12,0,8,0.60
1988-12-23,5.8,6.8,17,-5,7,0.50
1988-12-24,6.6,7.3,17,-2,10,1.40
1988-12-25,7.6,8.7,6,-12,-4,0.00
1988-12-26,7.8,8.7,-7,-11,-9,0.10
1988-12-27,8.1,8.8,14,-8,5,0.00
1988-12-28,8.1,8.8,3,-11,-5,0.00
1988-12-29,8.1,8.8,19,-4,11,0.00
1988-12-30,8.1,8.8,26,9,19,0.40
1988-12-31,8.1,9.2,12,1,6,0.10
1989-01-01,8.4,9.3,-3,-6,-4,0.10
1989-01-02,8.6,9.4,36,10,20,0.00
1989-01-03,8.6,9.4,30,13,20,0.00
1989-01-04,8.6,9.4,27,12,18,0.00
1989-01-05,8.6,9.4,21,-4,9,0.80
1989-01-06,8.9,10.2,4,-9,-3,0.10
1989-01-07,9.3,10.3,7,-9,-4,0.00
1989-01-08,9.3,10.3,25,-4,10,0.00
1989-01-09,9.4,10.3,35,19,26,0.00
1989-01-10,9.4,10.3,23,-6,13,0.40
1989-01-11,9.4,10.7,11,-10,-2,0.00
1989-01-12,9.5,10.7,23,-2,11,0.00
1989-01-13,9.7,10.7,24,13,18,0.00
1989-01-14,9.7,10.7,17,2,10,0.00
1989-01-15,9.7,10.7,22,4,10,0.00
1989-01-16,9.8,10.7,31,9,16,0.00
1989-01-17,9.8,10.7,33,16,23,0.00
1989-01-18,9.8,10.7,38,18,24,0.00
1989-01-19,9.8,10.7,32,19,23,0.00
1989-01-20,9.8,10.7,40,20,25,0.00
1989-01-21,9.8,10.7,36,18,24,0.00
1989-01-22,9.8,10.7,32,21,25,0.00
1989-01-23,9.8,10.7,18,3,12,0.00
1989-01-24,9.8,10.7,18,1,9,0.00
1989-01-25,9.8,10.7,24,0,9,0.00
1989-01-26,9.8,10.7,30,10,17,0.00
1989-01-27,9.8,10.7,32,13,23,0.00
1989-01-28,9.8,10.7,32,17,22,0.00
1989-01-29,9.8,10.7,36,16,25,0.00
1989-01-30,9.8,10.7,45,23,31,0.40
1989-01-31,9.8,11.1,45,23,34,0.00
1989-02-01,9.8,11.1,25,21,23,0.00
1989-02-02,9.8,11.1,13,6,10,0.10
1989-02-03,9.8,11.2,7,3,4,1.00
1989-02-04,10.2,12.2,2,-16,-4,0.30
1989-02-05,10.5,12.5,-1,-22,-16,0.10
1989-02-06,10.5,12.6,4,-22,-15,0.00
1989-02-07,10.5,12.6,6,-19,-10,0.00
1989-02-08,10.8,12.6,20,-8,5,0.00
1989-02-09,10.9,12.6,21,8,13,0.10
1989-02-10,10.9,12.7,7,3,5,0.00
1989-02-11,10.9,12.7,16,-5,4,0.00
1989-02-12,10.9,12.7,12,-6,2,0.00
1989-02-13,10.9,12.7,15,-5,2,0.00
1989-02-14,10.9,12.7,21,-1,9,0.00
1989-02-15,10.9,12.7,35,7,17,0.00
1989-02-16,11.0,12.7,32,16,22,0.00
1989-02-17,11.0,12.7,37,18,27,0.00
1989-02-18,11.1,12.7,29,20,25,0.00
1989-02-19,11.1,12.7,25,7,18,0.10
1989-02-20,11.1,12.8,33,6,18,0.00
1989-02-21,11.1,12.8,38,24,31,0.00
1989-02-22,11.1,12.8,36,24,30,0.60
1989-02-23,11.4,13.4,38,26,30,0.00
1989-02-24,11.4,13.4,37,23,31,0.00
1989-02-25,11.4,13.4,37,26,31,0.00
1989-02-26,11.3,13.4,37,19,29,0.00
1989-02-27,11.2,13.4,36,18,26,0.50
1989-02-28,11.2,13.9,33,12,21,0.00
1989-03-01,11.2,13.9,35,20,27,0.00
1989-03-02,11.2,13.9,23,2,15,1.00
1989-03-03,12.1,14.9,15,-8,4,0.10
1989-03-04,12.5,15.0,31,7,21,0.00
1989-03-05,12.8,15.0,43,22,33,0.00
1989-03-06,12.8,15.0,42,25,31,0.10
1989-03-07,12.8,15.1,34,25,29,0.20
1989-03-08,12.9,15.3,31,25,27,0.70
1989-03-09,13.8,16.0,34,26,29,0.10
1989-03-10,14.0,16.1,37,25,30,0.00
1989-03-11,14.1,16.1,38,21,29,0.10
1989-03-12,13.9,16.2,38,19,28,0.00
1989-03-13,13.6,16.2,33,14,23,0.00
1989-03-14,13.8,16.2,37,18,25,0.00
1989-03-15,13.8,16.2,41,16,26,0.00
1989-03-16,14.1,16.2,23,5,13,0.70
1989-03-17,14.7,16.9,34,11,23,0.00
1989-03-18,14.8,16.9,32,22,27,0.00
1989-03-19,15.2,16.9,34,13,25,0.10
1989-03-20,15.2,17.0,37,5,21,0.00
1989-03-21,15.4,17.0,45,22,31,0.00
1989-03-22,15.4,17.0,45,19,31,0.00
1989-03-23,15.4,17.0,36,25,29,0.00
1989-03-24,15.5,17.0,31,20,26,0.20
1989-03-25,15.8,17.2,25,6,16,0.30
1989-03-26,16.4,17.5,31,1,16,0.00
1989-03-27,16.4,17.5,43,15,29,0.00
1989-03-28,16.4,17.5,32,23,27,0.10
1989-03-29,16.7,17.6,36,19,26,0.00
1989-03-30,16.7,17.6,45,19,33,0.10
1989-03-31,16.8,17.7,36,23,29,0.20
1989-04-01,17.0,17.9,31,19,25,0.00
1989-04-02,17.2,17.9,33,23,27,0.10
1989-04-03,17.4,18.0,33,23,27,0.00
1989-04-04,17.1,18.0,51,24,35,0.40
1989-04-05,17.1,18.4,55,27,39,0.00
1989-04-06,16.8,18.4,60,30,41,0.00
1989-04-07,16.7,18.4,58,32,43,0.00
1989-04-08,16.2,18.4,58,30,40,0.00
1989-04-09,15.7,18.4,58,30,42,0.00
1989-04-10,15.4,18.4,50,34,42,0.00
1989-04-11,14.9,18.4,50,21,34,0.00
1989-04-12,14.6,18.4,27,22,24,0.00
1989-04-13,14.5,18.4,56,23,37,0.00
1989-04-14,14.2,18.4,52,29,38,0.00
1989-04-15,13.9,18.4,49,29,39,0.00
1989-04-16,13.4,18.4,56,27,39,0.00
1989-04-17,12.9,18.4,55,31,41,0.10
1989-04-18,12.3,18.5,57,30,42,0.00
1989-04-19,11.7,18.5,57,30,41,0.00
1989-04-20,11.2,18.5,52,28,38,0.00
1989-04-21,10.5,18.5,39,22,30,0.00
1989-04-22,10.5,18.5,32,18,23,0.00
1989-04-23,10.5,18.5,27,14,18,0.00
1989-04-24,10.4,18.5,15,6,11,0.10
1989-04-25,10.6,18.6,27,4,15,0.10
1989-04-26,10.6,18.7,31,6,17,0.20
1989-04-27,10.6,18.9,29,11,18,0.00
1989-04-28,10.6,18.9,37,11,23,0.00
1989-04-29,10.5,18.9,43,16,28,0.00
1989-04-30,10.4,18.9,44,24,32,0.00
1989-05-01,9.7,18.9,50,22,35,0.00
1989-05-02,8.8,18.9,29,25,26,0.00
1989-05-03,8.0,18.9,56,30,42,0.00
1989-05-04,6.9,18.9,58,29,40,0.00
1989-05-05,5.9,18.9,59,34,44,0.00
1989-05-06,4.5,18.9,60,35,47,0.00
1989-05-07,3.1,18.9,44,38,39,0.00
1989-05-08,2.5,18.9,41,36,37,0.00
1989-05-09,2.3,18.9,42,26,32,0.70
1989-05-10,2.2,19.6,38,18,24,1.30
1989-05-11,2.9,20.9,28,18,22,0.00
1989-05-12,2.9,20.9,34,18,25,0.00
1989-05-13,2.9,20.9,28,18,22,0.30
1989-05-14,3.1,21.2,36,16,24,0.30
1989-05-15,3.2,21.5,33,20,25,0.30
1989-05-16,3.5,21.8,46,21,33,0.00
1989-05-17,2.9,21.8,52,26,38,0.00
1989-05-18,2.2,21.8,40,23,33,0.00
1989-05-19,1.6,21.8,54,14,31,0.00
1989-05-20,1.2,21.8,48,28,38,0.00
1989-05-21,0.9,21.8,48,24,38,0.00
1989-05-22,0.7,21.8,49,28,40,0.00
1989-05-23,0.0,21.8,32,22,26,0.00
1989-05-24,0.0,21.8,41,20,29,0.00
1989-05-25,0.0,21.8,49,16,31,0.00
1989-05-26,0.0,21.8,54,21,37,0.00
1989-05-27,0.0,21.8,49,25,37,0.00
1989-05-28,0.0,21.8,37,24,29,0.00
1989-05-29,0.0,21.8,31,14,21,0.30
1989-05-30,0.0,22.1,38,14,24,0.00
1989-05-31,0.0,22.1,47,19,32,0.00
1989-06-01,0.0,22.1,49,25,37,0.00
1989-06-02,0.0,22.1,54,33,43,0.00
1989-06-03,0.0,22.1,48,27,33,0.70
1989-06-04,0.0,22.8,39,26,31,0.00
1989-06-05,0.0,22.8,47,25,35,0.00
1989-06-06,0.0,22.8,55,28,41,0.00
1989-06-07,0.0,22.8,52,29,38,0.40
1989-06-08,0.0,23.2,55,29,40,0.00
1989-06-09,0.0,23.2,58,32,44,0.00
1989-06-10,0.0,23.2,60,31,45,0.00
1989-06-11,0.0,23.2,51,35,41,0.00
1989-06-12,0.0,23.2,63,34,47,0.00
1989-06-13,0.0,23.2,68,40,53,0.00
1989-06-14,0.0,23.2,69,40,53,0.00
1989-06-15,0.0,23.2,63,40,50,0.00
1989-06-16,0.0,23.2,55,37,44,0.00
1989-06-17,0.0,23.2,66,36,50,0.00
1989-06-18,0.0,23.2,70,38,54,0.00
1989-06-19,0.0,23.2,61,47,53,0.00
1989-06-20,0.0,23.2,63,30,48,0.00
1989-06-21,0.0,23.2,57,25,40,0.00
1989-06-22,0.0,23.2,65,32,48,0.00
1989-06-23,0.0,23.2,54,31,42,0.00
1989-06-24,0.0,23.2,52,31,37,0.00
1989-06-25,0.0,23.2,56,30,42,0.00
1989-06-26,0.0,23.2,57,36,44,0.00
1989-06-27,0.0,23.2,51,31,40,0.00
1989-06-28,0.0,23.2,54,35,43,0.00
1989-06-29,0.0,23.2,62,35,46,0.00
1989-06-30,0.0,23.2,58,29,43,0.00
1989-07-01,0.0,23.2,64,32,49,0.00
1989-07-02,0.0,23.2,71,38,52,0.00
1989-07-03,0.0,23.2,74,40,55,0.00
1989-07-04,0.0,23.2,71,42,54,0.00
1989-07-05,0.0,23.2,72,42,56,0.00
1989-07-06,0.0,23.2,75,45,58,0.00
1989-07-07,0.0,23.2,73,46,58,0.00
1989-07-08,0.0,23.2,70,47,58,0.00
1989-07-09,0.0,23.2,64,39,53,0.00
1989-07-10,0.0,23.2,67,37,50,0.00
1989-07-11,0.0,23.2,67,38,51,0.00
1989-07-12,0.0,23.2,61,42,50,0.00
1989-07-13,0.0,23.2,44,39,41,0.00
1989-07-14,0.0,23.2,71,44,55,0.00
1989-07-15,0.0,23.2,65,42,52,0.00
1989-07-16,0.0,23.2,64,38,50,0.00
1989-07-17,0.0,23.2,71,39,54,0.00
1989-07-18,0.0,23.2,75,44,57,0.00
1989-07-19,0.0,23.2,76,47,60,0.00
1989-07-20,0.0,23.2,56,49,53,0.00
1989-07-21,0.0,23.2,66,47,55,0.00
1989-07-22,0.0,23.2,67,44,54,0.00
1989-07-23,0.0,23.2,67,43,54,0.00
1989-07-24,0.0,23.2,69,44,53,0.00
1989-07-25,0.0,23.2,70,43,55,0.00
1989-07-26,0.0,23.2,70,44,56,0.00
1989-07-27,0.0,23.2,71,42,55,0.00
1989-07-28,0.0,23.2,71,43,55,0.00
1989-07-29,0.0,23.2,70,43,55,0.00
1989-07-30,0.0,23.2,69,41,54,0.00
1989-07-31,0.0,23.2,66,41,52,0.00
1989-08-01,0.0,23.2,63,37,49,0.00
1989-08-02,0.0,23.2,67,36,49,0.00
1989-08-03,0.0,23.2,69,38,51,0.00
1989-08-04,0.0,23.2,67,39,51,0.00
1989-08-05,0.0,23.2,69,41,53,0.00
1989-08-06,0.0,23.2,71,43,54,0.00
1989-08-07,0.0,23.2,65,39,49,0.00
1989-08-08,0.0,23.2,49,39,43,0.40
1989-08-09,0.0,23.6,64,38,49,0.00
1989-08-10,0.0,23.6,63,39,49,0.00
1989-08-11,0.0,23.6,65,36,49,0.00
1989-08-12,0.0,23.6,65,40,51,0.00
1989-08-13,0.0,23.6,73,41,55,0.00
1989-08-14,0.0,23.6,70,42,54,0.00
1989-08-15,0.0,23.6,71,41,53,0.10
1989-08-16,0.0,23.7,43,39,41,0.00
1989-08-17,0.0,23.7,64,36,47,0.30
1989-08-18,0.0,24.0,65,34,46,0.00
1989-08-19,0.0,24.0,65,36,47,0.00
1989-08-20,0.0,24.0,55,31,38,0.10
1989-08-21,0.0,24.1,60,32,45,0.00
1989-08-22,0.0,24.1,60,37,48,0.00
1989-08-23,0.0,24.1,48,25,39,0.00
1989-08-24,0.0,24.1,58,20,36,0.00
1989-08-25,0.0,24.1,61,27,41,0.00
1989-08-26,0.0,24.1,62,32,45,0.00
1989-08-27,0.0,24.1,66,35,48,0.00
1989-08-28,0.0,24.1,71,38,51,0.00
1989-08-29,0.0,24.1,64,41,50,0.10
1989-08-30,0.0,24.2,57,33,45,0.00
1989-08-31,0.0,24.2,64,28,43,0.00
1989-09-01,0.0,24.2,62,33,45,0.00
1989-09-02,0.0,24.2,65,36,49,0.00
1989-09-03,0.0,24.2,67,36,49,0.00
1989-09-04,0.0,24.2,69,38,51,0.00
1989-09-05,0.0,24.2,65,40,51,0.00
1989-09-06,0.0,24.2,55,35,46,0.00
1989-09-07,0.0,24.2,53,29,39,0.00
1989-09-08,0.0,24.2,58,29,42,0.00
1989-09-09,0.0,24.2,61,34,44,0.00
1989-09-10,0.0,24.2,62,33,45,0.00
1989-09-11,0.0,24.2,54,31,38,0.00
1989-09-12,0.0,24.2,55,28,39,0.00
1989-09-13,0.0,24.2,60,30,43,0.00
1989-09-14,0.0,24.2,62,36,47,0.00
1989-09-15,0.0,24.2,64,36,47,0.00
1989-09-16,0.0,24.2,59,34,42,0.30
1989-09-17,0.0,24.5,35,24,29,0.30
1989-09-18,0.0,24.8,31,21,25,0.50
1989-09-19,0.5,25.3,31,22,26,0.00
1989-09-20,0.7,25.3,50,24,35,0.00
1989-09-21,0.3,25.3,54,27,39,0.00
1989-09-22,0.0,25.3,60,35,44,0.00
1989-09-23,0.0,25.3,62,34,46,0.00
1989-09-24,0.0,25.3,60,34,46,0.10
1989-09-25,0.0,25.4,55,33,44,0.00
1989-09-26,0.0,25.4,53,33,44,0.00
1989-09-27,0.0,25.4,55,36,44,0.00
1989-09-28,0.0,25.4,50,31,41,0.30
1989-09-29,0.0,25.7,43,29,35,0.20
1989-09-30,0.0,25.9,46,25,33,0.00
1989-10-01,0.0,0.0,53,24,35,0.00
1989-10-02,0.0,0.0,39,17,29,0.00
1989-10-03,0.0,0.0,34,15,24,0.00
1989-10-04,0.0,0.0,44,17,28,0.00
1989-10-05,0.0,0.0,51,21,33,0.00
1989-10-06,0.0,0.0,53,27,36,0.00
1989-10-07,0.0,0.0,52,25,35,0.00
1989-10-08,0.0,0.0,60,29,40,0.00
1989-10-09,0.0,0.0,60,34,43,0.00
1989-10-10,0.0,0.0,58,36,45,0.00
1989-10-11,0.0,0.0,58,32,42,0.00
1989-10-12,0.0,0.0,58,31,41,0.00
1989-10-13,0.0,0.0,58,29,39,0.00
1989-10-14,0.0,0.0,52,28,36,0.00
1989-10-15,0.0,0.0,45,23,32,0.00
1989-10-16,0.0,0.0,47,23,32,0.00
1989-10-17,0.0,0.0,52,25,35,0.00
1989-10-18,0.0,0.0,56,31,39,0.00
1989-10-19,0.0,0.0,54,30,39,0.00
1989-10-20,0.0,0.0,43,26,35,0.00
1989-10-21,0.0,0.0,35,26,29,0.00
1989-10-22,0.0,0.0,40,24,30,0.00
1989-10-23,0.0,0.0,35,24,28,0.20
1989-10-24,0.2,0.2,34,19,26,0.40
1989-10-25,0.3,0.6,17,10,13,0.00
1989-10-26,0.4,0.6,38,10,24,0.00
1989-10-27,0.4,0.6,33,11,24,0.00
1989-10-28,0.4,0.6,30,2,14,0.00
1989-10-29,0.4,0.6,32,4,16,0.00
1989-10-30,0.4,0.6,41,15,26,0.00
1989-10-31,0.4,0.6,38,15,24,0.00
1989-11-01,0.4,0.6,43,14,25,0.00
1989-11-02,0.4,0.6,42,21,27,0.00
1989-11-03,0.4,0.6,44,22,30,0.00
1989-11-04,0.4,0.6,49,29,37,0.00
1989-11-05,0.4,0.6,39,22,33,0.00
1989-11-06,0.4,0.6,42,16,28,0.00
1989-11-07,0.4,0.6,35,16,23,0.00
1989-11-08,0.4,0.6,45,18,28,0.00
1989-11-09,0.4,0.6,49,26,34,0.00
1989-11-10,0.4,0.6,52,29,36,0.00
1989-11-11,0.4,0.6,53,31,39,0.00
1989-11-12,0.4,0.6,47,30,36,0.00
1989-11-13,0.4,0.6,47,27,35,0.00
1989-11-14,0.3,0.6,40,21,29,0.00
1989-11-15,0.3,0.6,44,23,31,0.00
1989-11-16,0.3,0.6,41,21,28,0.00
1989-11-17,0.2,0.6,36,20,26,0.00
1989-11-18,0.2,0.6,47,19,31,0.00
1989-11-19,0.2,0.6,55,34,40,0.00
1989-11-20,0.2,0.6,58,33,41,0.00
1989-11-21,0.1,0.6,45,27,35,0.00
1989-11-22,0.0,0.6,45,27,35,0.00
1989-11-23,0.0,0.6,37,25,31,0.00
1989-11-24,0.0,0.6,27,18,23,0.10
1989-11-25,0.3,0.7,29,18,22,1.30
1989-11-26,1.0,2.0,16,0,7,0.40
1989-11-27,1.5,2.4,3,-1,1,0.00
1989-11-28,1.5,2.4,26,10,16,0.00
1989-11-29,1.5,2.4,34,15,20,0.00
1989-11-30,1.5,2.4,36,16,22,0.00
1989-12-01,1.5,2.4,38,17,24,0.00
1989-12-02,1.5,2.4,44,23,30,0.00
1989-12-03,1.5,2.4,46,23,28,0.00
1989-12-04,1.5,2.4,45,26,32,0.00
1989-12-05,1.5,2.4,42,20,32,0.00
1989-12-06,1.5,2.4,32,19,24,0.00
1989-12-07,1.5,2.4,46,21,33,0.00
1989-12-08,1.5,2.4,,-58,,0.00
1989-12-09,1.5,2.4,,-58,,0.00
1989-12-10,1.5,2.4,33,2,15,0.00
1989-12-11,1.5,2.4,29,4,18,0.00
1989-12-12,1.5,2.4,32,19,23,0.00
1989-12-13,1.5,2.4,33,16,21,0.00
1989-12-14,1.5,2.4,32,19,24,0.00
1989-12-15,1.5,2.4,44,15,27,0.00
1989-12-16,1.5,2.4,28,14,18,0.00
1989-12-17,1.5,2.4,31,17,25,0.00
1989-12-18,1.5,2.4,21,13,18,0.00
1989-12-19,1.5,2.4,31,13,18,0.00
1989-12-20,1.5,2.4,37,15,21,0.00
1989-12-21,1.5,2.4,32,15,20,0.00
1989-12-22,1.5,2.4,39,20,25,0.00
1989-12-23,1.5,2.4,39,21,26,0.00
1989-12-24,1.5,2.4,42,22,27,0.00
1989-12-25,1.5,2.4,41,22,26,0.00
1989-12-26,1.5,2.4,42,23,28,0.00
1989-12-27,1.5,2.4,34,17,25,0.00
1989-12-28,1.5,2.4,20,8,14,0.10
1989-12-29,1.5,2.5,14,5,8,0.00
1989-12-30,1.5,2.5,30,10,20,0.00
1989-12-31,1.5,2.5,36,19,26,0.00
1990-01-01,1.5,2.5,27,9,18,0.30
1990-01-02,1.6,2.8,9,-5,4,0.20
1990-01-03,1.8,3.0,17,0,6,0.00
1990-01-04,1.8,3.0,23,2,13,0.00
1990-01-05,1.8,3.0,34,13,18,0.00
1990-01-06,1.8,3.0,30,17,25,0.00
1990-01-07,1.8,3.0,31,22,28,0.00
1990-01-08,1.8,3.0,38,28,33,0.00
1990-01-09,1.8,3.0,44,31,36,0.00
1990-01-10,1.8,3.0,46,26,37,0.00
1990-01-11,1.8,3.0,39,24,29,0.00
1990-01-12,1.8,3.0,27,17,22,1.20
1990-01-13,2.2,4.2,17,11,14,1.30
1990-01-14,3.5,5.5,18,6,11,0.20
1990-01-15,3.7,5.7,22,2,8,0.00
1990-01-16,3.8,5.7,12,-2,6,0.20
1990-01-17,3.9,5.9,8,0,5,0.10
1990-01-18,3.9,6.0,21,-2,4,0.10
1990-01-19,3.9,6.1,17,-2,4,0.00
1990-01-20,4.0,6.1,25,1,9,0.00
1990-01-21,4.0,6.1,33,9,17,0.00
1990-01-22,4.1,6.1,32,16,23,0.00
1990-01-23,4.1,6.1,36,13,26,0.00
1990-01-24,4.1,6.1,30,10,17,0.00
1990-01-25,4.1,6.1,40,17,26,0.00
1990-01-26,4.0,6.1,22,15,19,0.00
1990-01-27,4.0,6.1,26,-2,12,0.00
1990-01-28,4.0,6.1,32,6,19,0.00
1990-01-29,4.0,6.1,33,15,22,0.00
1990-01-30,4.1,6.1,20,3,11,0.50
1990-01-31,4.4,6.6,24,-3,10,0.00
1990-02-01,4.5,6.6,12,1,7,0.10
1990-02-02,4.5,6.7,23,4,13,0.30
1990-02-03,4.7,7.0,26,8,17,0.20
1990-02-04,4.7,7.2,9,-6,3,0.20
1990-02-05,5.0,7.4,31,-1,17,0.10
1990-02-06,5.0,7.5,20,9,15,0.10
1990-02-07,5.2,7.6,8,-9,-2,0.00
1990-02-08,5.2,7.6,24,-6,11,0.00
1990-02-09,5.2,7.6,31,8,18,0.00
1990-02-10,5.2,7.6,34,16,23,0.00
1990-02-11,5.2,7.6,42,21,28,0.00
1990-02-12,5.2,7.6,25,11,19,0.00
1990-02-13,5.2,7.6,11,-11,1,0.20
1990-02-14,5.2,7.8,-3,-15,-10,0.10
1990-02-15,5.2,7.9,17,-8,4,0.00
1990-02-16,5.4,7.9,6,-2,3,1.70
1990-02-17,6.9,9.6,7,-2,2,0.70
1990-02-18,7.4,10.3,5,-10,-3,0.00
1990-02-19,7.6,10.3,17,-3,4,0.00
1990-02-20,7.6,10.3,30,3,17,0.00
1990-02-21,7.7,10.3,29,12,18,0.00
1990-02-22,7.7,10.3,41,16,25,0.00
1990-02-23,7.7,10.3,47,20,28,0.00
1990-02-24,7.7,10.3,43,22,28,0.00
1990-02-25,7.7,10.3,36,22,27,0.00
1990-02-26,7.7,10.3,38,18,25,0.00
1990-02-27,7.7,10.3,36,17,24,0.00
1990-02-28,7.7,10.3,40,18,26,0.00
1990-03-01,7.7,10.3,35,21,25,0.00
1990-03-02,7.7,10.3,32,20,25,0.00
1990-03-03,7.7,10.3,35,19,25,0.00
1990-03-04,7.7,10.3,29,5,20,0.20
1990-03-05,7.8,10.5,23,0,11,0.00
1990-03-06,7.8,10.5,31,4,19,0.00
1990-03-07,7.8,10.5,40,21,28,0.00
1990-03-08,7.8,10.5,35,18,25,0.00
1990-03-09,7.8,10.5,40,14,24,0.00
1990-03-10,7.8,10.5,28,4,18,0.40
1990-03-11,8.0,10.9,13,-4,3,0.10
1990-03-12,8.0,11.0,11,-9,-1,0.10
1990-03-13,8.3,11.1,17,-5,6,0.00
1990-03-14,8.3,11.1,26,12,19,0.00
1990-03-15,8.3,11.1,35,9,22,0.00
1990-03-16,8.3,11.1,45,20,30,0.00
1990-03-17,8.3,11.1,43,20,29,0.00
1990-03-18,8.2,11.1,46,20,29,0.00
1990-03-19,8.2,11.1,42,22,31,0.00
1990-03-20,8.2,11.1,48,25,34,0.00
1990-03-21,8.1,11.1,45,25,35,0.00
1990-03-22,8.1,11.1,46,25,33,0.00
1990-03-23,8.1,11.1,50,22,33,0.00
1990-03-24,8.0,11.1,47,20,31,0.00
1990-03-25,8.0,11.1,43,20,30,0.00
1990-03-26,8.0,11.1,42,17,29,0.00
1990-03-27,8.0,11.1,33,12,21,0.00
1990-03-28,8.0,11.1,27,11,18,0.00
1990-03-29,8.0,11.1,33,12,20,0.00
1990-03-30,8.0,11.1,35,11,22,0.50
1990-03-31,8.2,11.6,21,16,17,0.00
1990-04-01,8.2,11.6,46,20,30,0.00
1990-04-02,8.2,11.6,46,20,30,0.00
1990-04-03,8.2,11.6,43,23,30,0.00
