#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 669: North Lost Trail, CO
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                           
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation  
# Precipitation Increment             Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                   
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches             N/A           PRCPSA        Snow adjusted total preciptation      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# North Lost Trail (669) 
# Colorado  SNOTEL Site - 9200 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 5, 2020 11:28:55 AM GMT-08:00
#
Date,North Lost Trail (669) Precipitation Accumulation (in) Start of Day Values,North Lost Trail (669) Precipitation Increment (in),North Lost Trail (669) Precipitation Increment - Snow-adj (in)
1992-07-26,26.5,0.00,0.00
1992-07-27,26.5,0.00,0.00
1992-07-28,26.5,0.00,0.00
1992-07-29,26.5,0.00,0.00
1992-07-30,26.5,0.00,0.00
1992-07-31,26.5,0.00,0.00
1992-08-01,26.5,0.00,0.00
1992-08-02,26.5,0.00,0.00
1992-08-03,26.5,0.00,0.00
1992-08-04,26.5,0.00,0.00
1992-08-05,26.5,0.40,0.40
1992-08-06,26.9,0.30,0.30
1992-08-07,27.2,0.30,0.30
1992-08-08,27.5,0.00,0.00
1992-08-09,27.5,0.10,0.10
1992-08-10,27.6,0.00,0.00
1992-08-11,27.6,0.00,0.00
1992-08-12,27.6,0.10,0.10
1992-08-13,27.7,0.00,0.00
1992-08-14,27.7,0.00,0.00
1992-08-15,27.7,0.10,0.10
1992-08-16,27.8,0.40,0.40
1992-08-17,28.2,0.00,0.00
1992-08-18,28.2,0.00,0.00
1992-08-19,28.2,0.00,0.00
1992-08-20,28.2,0.00,0.00
1992-08-21,28.2,0.20,0.20
1992-08-22,28.4,0.50,0.50
1992-08-23,28.9,0.50,0.50
1992-08-24,29.4,0.20,0.20
1992-08-25,29.6,0.20,0.20
1992-08-26,29.8,0.00,0.00
1992-08-27,29.8,0.00,0.00
1992-08-28,29.8,0.00,0.00
1992-08-29,29.8,0.10,0.10
1992-08-30,29.9,0.00,0.00
1992-08-31,29.9,0.00,0.00
1992-09-01,29.9,0.20,0.20
1992-09-02,30.1,0.00,0.00
1992-09-03,30.1,0.10,0.10
1992-09-04,30.2,0.00,0.00
1992-09-05,30.2,0.00,0.00
1992-09-06,30.2,0.00,0.00
1992-09-07,30.2,0.00,0.00
1992-09-08,30.2,0.00,0.00
1992-09-09,30.2,0.00,0.00
1992-09-10,30.2,0.00,0.00
1992-09-11,30.2,0.00,0.00
1992-09-12,30.2,0.00,0.00
1992-09-13,30.2,0.00,0.00
1992-09-14,30.2,0.00,0.00
1992-09-15,30.2,0.10,0.10
1992-09-16,30.3,0.20,0.20
1992-09-17,30.5,0.10,0.10
1992-09-18,30.6,0.10,0.10
1992-09-19,30.7,0.00,0.00
1992-09-20,30.7,0.50,0.50
1992-09-21,31.2,0.00,0.00
1992-09-22,31.2,0.00,0.00
1992-09-23,31.2,0.00,0.00
1992-09-24,31.2,0.00,0.00
1992-09-25,31.2,0.00,0.00
1992-09-26,31.2,0.00,0.00
1992-09-27,31.2,0.00,0.00
1992-09-28,31.2,0.00,0.00
1992-09-29,31.2,0.00,0.00
1992-09-30,31.2,0.00,0.00
1992-10-01,0.0,0.00,0.00
1992-10-02,0.0,0.00,0.00
1992-10-03,0.0,0.00,0.00
1992-10-04,0.0,0.00,0.00
1992-10-05,0.0,0.00,0.00
1992-10-06,0.0,0.00,0.00
1992-10-07,0.0,0.00,0.00
1992-10-08,0.0,0.00,0.00
1992-10-09,0.0,0.00,0.00
1992-10-10,0.0,0.00,0.00
1992-10-11,0.0,0.00,0.00
1992-10-12,0.0,0.00,0.00
1992-10-13,0.0,0.00,0.00
1992-10-14,0.0,0.00,0.00
1992-10-15,0.0,0.00,0.00
1992-10-16,0.0,0.00,0.00
1992-10-17,0.0,0.00,0.00
1992-10-18,0.0,0.00,0.00
1992-10-19,0.0,0.00,0.00
1992-10-20,0.0,0.00,0.00
1992-10-21,0.0,0.00,0.00
1992-10-22,0.0,0.00,0.00
1992-10-23,0.0,0.00,0.00
1992-10-24,0.0,0.00,0.00
1992-10-25,0.0,0.20,0.20
1992-10-26,0.2,0.00,0.00
1992-10-27,0.2,0.00,0.00
1992-10-28,0.2,0.40,0.40
1992-10-29,0.6,0.30,0.30
1992-10-30,0.9,0.70,0.70
1992-10-31,1.6,0.90,1.00
1992-11-01,2.5,0.40,0.40
1992-11-02,2.9,0.80,0.80
1992-11-03,3.7,0.10,0.10
1992-11-04,3.8,0.00,0.00
1992-11-05,3.8,0.00,0.00
1992-11-06,3.8,0.00,0.00
1992-11-07,3.8,0.10,0.10
1992-11-08,3.9,0.20,0.20
1992-11-09,4.1,0.60,0.70
1992-11-10,4.7,0.90,0.90
1992-11-11,5.6,0.00,0.00
1992-11-12,5.6,0.00,0.00
1992-11-13,5.6,0.00,0.00
1992-11-14,5.6,0.00,0.00
1992-11-15,5.6,0.00,0.00
1992-11-16,5.6,0.00,0.00
1992-11-17,5.6,0.00,0.00
1992-11-18,5.6,0.00,0.00
1992-11-19,5.6,0.30,0.30
1992-11-20,5.9,0.40,0.40
1992-11-21,6.3,0.00,0.00
1992-11-22,6.3,0.30,0.30
1992-11-23,6.6,0.30,0.30
1992-11-24,6.9,0.00,0.00
1992-11-25,6.9,0.00,0.00
1992-11-26,6.9,0.00,0.00
1992-11-27,6.9,0.00,0.00
1992-11-28,6.9,0.00,0.00
1992-11-29,6.9,0.00,0.00
1992-11-30,6.9,0.10,0.10
1992-12-01,7.0,0.00,0.00
1992-12-02,7.0,0.00,0.00
1992-12-03,7.0,0.00,0.00
1992-12-04,7.0,0.00,0.00
1992-12-05,7.0,0.10,0.10
1992-12-06,7.1,0.00,0.00
1992-12-07,7.1,0.10,0.10
1992-12-08,7.2,0.10,0.10
1992-12-09,7.3,0.00,0.00
1992-12-10,7.3,0.00,0.00
1992-12-11,7.3,0.10,0.10
1992-12-12,7.4,0.40,0.40
1992-12-13,7.8,0.00,0.00
1992-12-14,7.8,0.00,0.20
1992-12-15,7.8,0.10,0.10
1992-12-16,7.9,0.00,0.00
1992-12-17,7.9,0.30,0.30
1992-12-18,8.2,0.60,0.60
1992-12-19,8.8,0.10,0.10
1992-12-20,8.9,0.00,0.00
1992-12-21,8.9,0.00,0.50
1992-12-22,8.9,0.00,0.00
1992-12-23,8.9,0.00,0.00
1992-12-24,8.9,0.00,0.00
1992-12-25,8.9,0.00,0.00
1992-12-26,8.9,0.00,0.00
1992-12-27,8.9,0.10,0.10
1992-12-28,9.0,1.00,1.00
1992-12-29,10.0,0.50,0.50
1992-12-30,10.5,0.30,0.30
1992-12-31,10.8,0.00,0.30
1993-01-01,10.8,0.20,0.40
1993-01-02,11.0,0.00,0.00
1993-01-03,11.0,0.00,0.00
1993-01-04,11.0,0.10,0.10
1993-01-05,11.1,0.10,0.30
1993-01-06,11.2,0.50,0.50
1993-01-07,11.7,0.60,0.70
1993-01-08,12.3,0.50,0.50
1993-01-09,12.8,0.10,0.30
1993-01-10,12.9,0.10,0.10
1993-01-11,13.0,0.30,0.50
1993-01-12,13.3,0.00,0.00
1993-01-13,13.3,0.50,0.50
1993-01-14,13.8,0.30,0.30
1993-01-15,14.1,0.00,0.00
1993-01-16,14.1,0.40,0.50
1993-01-17,14.5,0.30,0.30
1993-01-18,14.8,0.10,0.20
1993-01-19,14.9,0.40,0.40
1993-01-20,15.3,0.00,0.00
1993-01-21,15.3,0.00,0.00
1993-01-22,15.3,0.40,0.40
1993-01-23,15.7,0.00,0.00
1993-01-24,15.7,0.00,0.00
1993-01-25,15.7,0.00,0.00
1993-01-26,15.7,0.10,0.10
1993-01-27,15.8,0.00,0.00
1993-01-28,15.8,0.00,0.00
1993-01-29,15.8,0.00,0.00
1993-01-30,15.8,0.00,0.20
1993-01-31,15.8,0.20,0.20
1993-02-01,16.0,0.60,0.60
1993-02-02,16.6,0.00,0.00
1993-02-03,16.6,0.00,0.10
1993-02-04,16.6,0.00,0.40
1993-02-05,16.6,0.10,0.10
1993-02-06,16.7,0.10,0.30
1993-02-07,16.8,0.30,0.50
1993-02-08,17.1,0.50,0.70
1993-02-09,17.6,0.30,0.30
1993-02-10,17.9,0.10,0.20
1993-02-11,18.0,0.00,0.10
1993-02-12,18.0,0.10,0.10
1993-02-13,18.1,0.00,0.00
1993-02-14,18.1,0.10,0.10
1993-02-15,18.2,0.10,0.10
1993-02-16,18.3,0.30,0.70
1993-02-17,18.6,0.90,0.90
1993-02-18,19.5,0.50,0.80
1993-02-19,20.0,1.30,1.30
1993-02-20,21.3,0.70,0.70
1993-02-21,22.0,0.00,0.30
1993-02-22,22.0,0.10,0.90
1993-02-23,22.1,0.40,0.70
1993-02-24,22.5,0.80,0.80
1993-02-25,23.3,0.30,0.60
1993-02-26,23.6,0.10,0.10
1993-02-27,23.7,0.00,0.10
1993-02-28,23.7,0.00,0.10
1993-03-01,23.7,0.00,0.00
1993-03-02,23.7,0.00,0.00
1993-03-03,23.7,0.00,0.00
1993-03-04,23.7,0.00,0.00
1993-03-05,23.7,0.00,0.40
1993-03-06,23.7,0.10,0.10
1993-03-07,23.8,0.00,0.00
1993-03-08,23.8,0.00,0.00
1993-03-09,23.8,0.10,0.70
1993-03-10,23.9,0.30,0.30
1993-03-11,24.2,0.00,0.00
1993-03-12,24.2,0.00,0.00
1993-03-13,24.2,0.10,0.10
1993-03-14,24.3,0.40,0.40
1993-03-15,24.7,0.30,0.30
1993-03-16,25.0,0.00,0.00
1993-03-17,25.0,0.40,0.40
1993-03-18,25.4,0.20,0.20
1993-03-19,25.6,0.00,0.00
1993-03-20,25.6,0.00,0.00
1993-03-21,25.6,0.00,0.00
1993-03-22,25.6,0.00,0.00
1993-03-23,25.6,0.10,0.10
1993-03-24,25.7,0.00,0.00
1993-03-25,25.7,0.00,0.00
1993-03-26,25.7,0.30,0.30
1993-03-27,26.0,1.10,1.10
1993-03-28,27.1,0.40,0.70
1993-03-29,27.5,0.20,0.20
1993-03-30,27.7,0.00,0.00
1993-03-31,27.7,0.00,0.00
1993-04-01,27.7,0.20,0.20
1993-04-02,27.9,0.50,0.50
1993-04-03,28.4,0.10,0.30
1993-04-04,28.5,0.30,0.50
1993-04-05,28.8,0.50,0.50
1993-04-06,29.3,0.30,0.30
1993-04-07,29.6,0.10,0.10
1993-04-08,29.7,0.10,0.10
1993-04-09,29.8,0.10,0.20
1993-04-10,29.9,0.00,0.00
1993-04-11,29.9,0.20,0.20
1993-04-12,30.1,0.50,0.50
1993-04-13,30.6,0.00,0.00
1993-04-14,30.6,0.00,0.00
1993-04-15,30.6,0.20,0.40
1993-04-16,30.8,0.30,0.30
1993-04-17,31.1,0.10,0.10
1993-04-18,31.2,0.10,0.10
1993-04-19,31.3,0.00,0.20
1993-04-20,31.3,0.00,0.00
1993-04-21,31.3,0.20,0.20
1993-04-22,31.5,0.00,0.00
1993-04-23,31.5,0.20,0.20
1993-04-24,31.7,0.70,0.80
1993-04-25,32.4,0.10,0.10
1993-04-26,32.5,0.10,0.10
1993-04-27,32.6,0.10,0.10
1993-04-28,32.7,0.00,0.00
1993-04-29,32.7,0.00,0.00
1993-04-30,32.7,0.00,0.00
1993-05-01,32.7,0.00,0.00
1993-05-02,32.7,0.10,0.10
1993-05-03,32.8,0.00,0.00
1993-05-04,32.8,0.30,0.30
1993-05-05,33.1,0.00,0.00
1993-05-06,33.1,0.30,0.30
1993-05-07,33.4,0.40,0.40
1993-05-08,33.8,0.20,0.50
1993-05-09,34.0,0.00,0.00
1993-05-10,34.0,0.10,0.10
1993-05-11,34.1,0.00,0.00
1993-05-12,34.1,0.00,0.00
1993-05-13,34.1,0.00,0.00
1993-05-14,34.1,0.00,0.00
1993-05-15,34.1,0.10,0.10
1993-05-16,34.2,0.30,0.30
1993-05-17,34.5,0.10,0.10
1993-05-18,34.6,0.00,0.00
1993-05-19,34.6,0.20,0.20
1993-05-20,34.8,0.00,0.00
1993-05-21,34.8,0.00,0.00
1993-05-22,34.8,0.00,0.00
1993-05-23,34.8,0.00,0.00
1993-05-24,34.8,0.00,0.00
1993-05-25,34.8,0.10,0.10
1993-05-26,34.9,0.30,0.30
1993-05-27,35.2,1.00,1.00
1993-05-28,36.2,0.00,0.00
1993-05-29,36.2,0.00,0.00
1993-05-30,36.2,0.00,0.00
1993-05-31,36.2,0.00,0.00
1993-06-01,36.2,0.00,0.00
1993-06-02,36.2,0.00,0.00
1993-06-03,36.2,0.00,0.00
1993-06-04,36.2,0.00,0.00
1993-06-05,36.2,0.00,0.00
1993-06-06,36.2,0.60,0.60
1993-06-07,36.8,0.10,0.10
1993-06-08,36.9,0.00,0.00
1993-06-09,36.9,0.10,0.10
1993-06-10,37.0,0.00,0.00
1993-06-11,37.0,0.00,0.00
1993-06-12,37.0,0.00,0.00
1993-06-13,37.0,0.00,0.00
1993-06-14,37.0,0.00,0.00
1993-06-15,37.0,0.00,0.00
1993-06-16,37.0,0.00,0.00
1993-06-17,37.0,0.00,0.00
1993-06-18,37.0,0.30,0.30
1993-06-19,37.3,0.00,0.00
1993-06-20,37.3,0.00,0.00
1993-06-21,37.3,0.00,0.00
1993-06-22,37.3,0.00,0.00
1993-06-23,37.3,0.00,0.00
1993-06-24,37.3,0.00,0.00
1993-06-25,37.3,0.00,0.00
1993-06-26,37.3,0.00,0.00
1993-06-27,37.3,0.00,0.00
1993-06-28,37.3,0.00,0.00
1993-06-29,37.3,0.00,0.00
1993-06-30,37.3,0.00,0.00
1993-07-01,37.3,0.00,0.00
1993-07-02,37.3,0.00,0.00
1993-07-03,37.3,0.70,0.70
1993-07-04,38.0,0.70,0.70
1993-07-05,38.7,0.00,0.00
1993-07-06,38.7,0.00,0.00
1993-07-07,38.7,0.00,0.00
1993-07-08,38.7,0.00,0.00
1993-07-09,38.7,0.00,0.00
1993-07-10,38.7,0.00,0.00
1993-07-11,38.7,0.00,0.00
1993-07-12,38.7,0.00,0.00
1993-07-13,38.7,0.00,0.00
1993-07-14,38.7,0.00,0.00
1993-07-15,38.7,0.00,0.00
1993-07-16,38.7,0.00,0.00
1993-07-17,38.7,0.00,0.00
1993-07-18,38.7,0.00,0.00
1993-07-19,38.7,0.00,0.00
1993-07-20,38.7,0.00,0.00
1993-07-21,38.7,0.00,0.00
1993-07-22,38.7,0.00,0.00
1993-07-23,38.7,0.00,0.00
1993-07-24,38.7,0.30,0.30
1993-07-25,39.0,0.00,0.00
1993-07-26,39.0,0.00,0.00
1993-07-27,39.0,0.00,0.00
1993-07-28,39.0,0.00,0.00
1993-07-29,39.0,0.00,0.00
1993-07-30,39.0,0.00,0.00
1993-07-31,39.0,0.00,0.00
1993-08-01,39.0,0.00,0.00
1993-08-02,39.0,0.00,0.00
1993-08-03,39.0,0.00,0.00
1993-08-04,39.0,0.10,0.10
1993-08-05,39.1,0.20,0.20
1993-08-06,39.3,0.00,0.00
1993-08-07,39.3,0.00,0.00
1993-08-08,39.3,0.30,0.30
1993-08-09,39.6,0.00,0.00
1993-08-10,39.6,0.30,0.30
1993-08-11,39.9,0.00,0.00
1993-08-12,39.9,0.00,0.00
1993-08-13,39.9,0.00,0.00
1993-08-14,39.9,0.00,0.00
1993-08-15,39.9,0.00,0.00
1993-08-16,39.9,0.00,0.00
1993-08-17,39.9,0.00,0.00
1993-08-18,39.9,0.00,0.00
1993-08-19,39.9,0.20,0.20
1993-08-20,40.1,0.00,0.00
1993-08-21,40.1,0.60,0.60
1993-08-22,40.7,0.00,0.00
1993-08-23,40.7,0.00,0.00
1993-08-24,40.7,0.00,0.00
1993-08-25,40.7,0.00,0.00
1993-08-26,40.7,0.50,0.50
1993-08-27,41.2,0.00,0.00
1993-08-28,41.2,0.00,0.00
1993-08-29,41.2,0.00,0.00
1993-08-30,41.2,0.00,0.00
1993-08-31,41.2,0.20,0.20
1993-09-01,41.4,0.30,0.30
1993-09-02,41.7,0.00,0.00
1993-09-03,41.7,0.00,0.00
1993-09-04,41.7,0.10,0.10
1993-09-05,41.8,0.10,0.10
1993-09-06,41.9,0.00,0.00
1993-09-07,41.9,0.80,0.80
1993-09-08,42.7,0.00,0.00
1993-09-09,42.7,0.00,0.00
1993-09-10,42.7,0.00,0.00
1993-09-11,42.7,0.00,0.00
1993-09-12,42.7,0.60,0.60
1993-09-13,43.3,0.60,0.60
1993-09-14,43.9,0.00,0.00
1993-09-15,43.9,0.10,0.10
1993-09-16,44.0,0.00,0.00
1993-09-17,44.0,0.00,0.00
1993-09-18,44.0,0.00,0.00
1993-09-19,44.0,0.10,0.10
1993-09-20,44.1,0.00,0.00
1993-09-21,44.1,0.00,0.00
1993-09-22,44.1,0.00,0.00
1993-09-23,44.1,0.00,0.00
1993-09-24,44.1,0.00,0.00
1993-09-25,44.1,0.00,0.00
1993-09-26,44.1,0.00,0.00
1993-09-27,44.1,0.00,0.00
1993-09-28,44.1,0.00,0.00
1993-09-29,44.1,0.00,0.00
1993-09-30,44.1,0.00,0.00
1993-10-01,0.0,0.00,0.00
1993-10-02,0.0,0.00,0.00
1993-10-03,0.0,0.00,0.00
1993-10-04,0.0,0.00,0.00
1993-10-05,0.0,0.00,0.00
1993-10-06,0.0,0.00,0.00
1993-10-07,0.0,1.10,1.10
1993-10-08,1.1,0.30,0.30
1993-10-09,1.4,0.50,0.50
1993-10-10,1.9,0.20,0.20
1993-10-11,2.1,0.10,0.10
1993-10-12,2.2,0.30,0.30
1993-10-13,2.5,0.20,0.20
1993-10-14,2.7,0.00,0.00
1993-10-15,2.7,0.10,0.10
1993-10-16,2.8,0.50,0.50
1993-10-17,3.3,0.60,0.60
1993-10-18,3.9,0.00,0.20
1993-10-19,3.9,0.00,0.00
1993-10-20,3.9,0.00,0.00
1993-10-21,3.9,0.00,0.00
1993-10-22,3.9,0.00,0.00
1993-10-23,3.9,0.00,0.00
1993-10-24,3.9,0.00,0.00
1993-10-25,3.9,0.00,0.00
1993-10-26,3.9,0.00,0.00
1993-10-27,3.9,0.00,0.00
1993-10-28,3.9,0.00,0.00
1993-10-29,3.9,0.00,0.00
1993-10-30,3.9,0.00,0.00
1993-10-31,3.9,0.00,0.00
1993-11-01,3.9,0.00,0.00
1993-11-02,3.9,0.00,0.00
1993-11-03,3.9,0.00,0.00
1993-11-04,3.9,0.10,0.10
1993-11-05,4.0,0.00,0.00
1993-11-06,4.0,0.00,0.00
1993-11-07,4.0,0.00,0.00
1993-11-08,4.0,0.00,0.00
1993-11-09,4.0,0.00,0.00
1993-11-10,4.0,0.00,0.00
1993-11-11,4.0,0.60,0.80
1993-11-12,4.6,0.50,0.50
1993-11-13,5.1,0.00,0.10
1993-11-14,5.1,0.30,0.30
1993-11-15,5.4,0.00,0.00
1993-11-16,5.4,0.00,0.00
1993-11-17,5.4,0.00,0.00
1993-11-18,5.4,0.20,0.20
1993-11-19,5.6,0.00,0.00
1993-11-20,5.6,0.00,0.00
1993-11-21,5.6,0.10,0.10
1993-11-22,5.7,0.50,0.50
1993-11-23,6.2,0.30,0.30
1993-11-24,6.5,0.40,0.60
1993-11-25,6.9,0.00,0.00
1993-11-26,6.9,0.00,0.10
1993-11-27,6.9,0.10,0.10
1993-11-28,7.0,0.10,0.10
1993-11-29,7.1,0.00,0.00
1993-11-30,7.1,0.10,0.10
1993-12-01,7.2,0.00,0.00
1993-12-02,7.2,0.00,0.00
1993-12-03,7.2,0.10,0.30
1993-12-04,7.3,0.00,0.20
1993-12-05,7.3,0.00,0.00
1993-12-06,7.3,0.00,0.00
1993-12-07,7.3,0.10,0.10
1993-12-08,7.4,0.00,0.00
1993-12-09,7.4,0.00,0.00
1993-12-10,7.4,0.00,0.00
1993-12-11,7.4,0.10,0.40
1993-12-12,7.5,0.80,0.80
1993-12-13,8.3,0.00,0.10
1993-12-14,8.3,0.10,0.10
1993-12-15,8.4,0.10,0.10
1993-12-16,8.5,0.20,0.20
1993-12-17,8.7,0.00,0.00
1993-12-18,8.7,0.10,0.10
1993-12-19,8.8,0.20,0.20
1993-12-20,9.0,0.00,0.00
1993-12-21,9.0,0.00,0.00
1993-12-22,9.0,0.10,0.10
1993-12-23,9.1,0.10,0.20
1993-12-24,9.2,0.00,0.20
1993-12-25,9.2,0.10,0.10
1993-12-26,9.3,0.10,0.10
1993-12-27,9.4,0.10,0.10
1993-12-28,9.5,0.00,0.00
1993-12-29,9.5,0.00,0.00
1993-12-30,9.5,0.10,0.10
1993-12-31,9.6,0.00,0.00
1994-01-01,9.6,0.00,0.00
1994-01-02,9.6,0.00,0.00
1994-01-03,9.6,0.20,0.20
1994-01-04,9.8,0.00,0.00
1994-01-05,9.8,0.00,0.00
1994-01-06,9.8,0.00,0.00
1994-01-07,9.8,0.00,0.00
1994-01-08,9.8,0.00,0.00
1994-01-09,9.8,0.00,0.00
1994-01-10,9.8,0.00,0.00
1994-01-11,9.8,0.00,0.00
1994-01-12,9.8,0.10,0.10
1994-01-13,9.9,0.00,0.00
1994-01-14,9.9,0.00,0.00
1994-01-15,9.9,0.10,0.10
1994-01-16,10.0,0.00,0.00
1994-01-17,10.0,0.10,0.10
1994-01-18,10.1,0.00,0.00
1994-01-19,10.1,0.00,0.00
1994-01-20,10.1,0.00,0.00
1994-01-21,10.1,0.00,0.00
1994-01-22,10.1,0.00,0.00
1994-01-23,10.1,0.00,0.00
1994-01-24,10.1,0.00,0.00
1994-01-25,10.1,0.20,0.20
1994-01-26,10.3,0.30,0.30
1994-01-27,10.6,0.00,0.10
1994-01-28,10.6,0.00,0.00
1994-01-29,10.6,0.00,0.00
1994-01-30,10.6,0.00,0.10
1994-01-31,10.6,0.00,0.10
1994-02-01,10.6,0.00,0.00
1994-02-02,10.6,0.10,0.20
1994-02-03,10.7,0.00,0.00
1994-02-04,10.7,0.50,0.50
1994-02-05,11.2,0.00,0.10
1994-02-06,11.2,0.10,0.40
1994-02-07,11.3,0.50,0.50
1994-02-08,11.8,1.40,1.40
1994-02-09,13.2,0.00,0.00
1994-02-10,13.2,0.10,0.50
1994-02-11,13.3,1.00,1.00
1994-02-12,14.3,0.00,0.00
1994-02-13,14.3,0.00,0.10
1994-02-14,14.3,0.00,0.00
1994-02-15,14.3,0.10,0.10
1994-02-16,14.4,0.10,0.10
1994-02-17,14.5,0.30,0.70
1994-02-18,14.8,0.60,0.60
1994-02-19,15.4,0.40,0.50
1994-02-20,15.8,0.30,0.50
1994-02-21,16.1,0.30,0.30
1994-02-22,16.4,0.00,0.20
1994-02-23,16.4,0.10,0.30
1994-02-24,16.5,0.10,0.10
1994-02-25,16.6,0.10,0.10
1994-02-26,16.7,0.00,0.30
1994-02-27,16.7,0.00,0.00
1994-02-28,16.7,0.00,0.00
1994-03-01,16.7,0.00,0.00
1994-03-02,16.7,0.10,0.10
1994-03-03,16.8,0.00,0.10
1994-03-04,16.8,0.00,0.10
1994-03-05,16.8,0.10,0.10
1994-03-06,16.9,0.00,0.00
1994-03-07,16.9,0.00,0.00
1994-03-08,16.9,0.00,0.00
1994-03-09,16.9,0.00,0.00
1994-03-10,16.9,0.00,0.00
1994-03-11,16.9,0.00,0.00
1994-03-12,16.9,0.00,0.00
1994-03-13,16.9,0.00,0.00
1994-03-14,16.9,0.00,0.10
1994-03-15,16.9,0.00,0.20
1994-03-16,16.9,0.10,0.10
1994-03-17,17.0,0.00,0.00
1994-03-18,17.0,0.00,0.00
1994-03-19,17.0,0.40,0.40
1994-03-20,17.4,0.20,0.20
1994-03-21,17.6,0.10,0.20
1994-03-22,17.7,0.20,0.20
1994-03-23,17.9,0.10,0.20
1994-03-24,18.0,0.30,0.30
1994-03-25,18.3,0.20,0.20
1994-03-26,18.5,0.00,0.00
1994-03-27,18.5,0.00,0.20
1994-03-28,18.5,0.00,0.10
1994-03-29,18.5,0.00,0.00
1994-03-30,18.5,0.10,0.10
1994-03-31,18.6,0.10,0.10
1994-04-01,18.7,0.20,0.20
1994-04-02,18.9,0.20,0.20
1994-04-03,19.1,0.10,0.10
1994-04-04,19.2,0.10,0.10
1994-04-05,19.3,0.20,0.20
1994-04-06,19.5,0.20,0.20
1994-04-07,19.7,0.50,0.50
1994-04-08,20.2,0.00,0.00
1994-04-09,20.2,0.60,0.60
1994-04-10,20.8,0.00,0.00
1994-04-11,20.8,0.00,0.00
1994-04-12,20.8,0.00,0.00
1994-04-13,20.8,0.10,0.10
1994-04-14,20.9,0.00,0.10
1994-04-15,20.9,0.00,0.00
1994-04-16,20.9,0.10,0.10
1994-04-17,21.0,0.00,0.00
1994-04-18,21.0,0.00,0.00
1994-04-19,21.0,0.00,0.00
1994-04-20,21.0,0.00,0.00
1994-04-21,21.0,0.00,0.00
1994-04-22,21.0,0.00,0.00
1994-04-23,21.0,0.00,0.00
1994-04-24,21.0,0.50,0.50
1994-04-25,21.5,0.80,1.00
1994-04-26,22.3,0.20,0.30
1994-04-27,22.5,0.80,0.80
1994-04-28,23.3,0.10,0.10
1994-04-29,23.4,0.50,0.50
1994-04-30,23.9,0.10,0.10
1994-05-01,24.0,0.20,0.30
1994-05-02,24.2,0.10,0.10
1994-05-03,24.3,0.10,0.10
1994-05-04,24.4,0.00,0.00
1994-05-05,24.4,0.00,0.00
1994-05-06,24.4,0.00,0.00
1994-05-07,24.4,0.00,0.00
1994-05-08,24.4,0.00,0.00
1994-05-09,24.4,0.00,0.00
1994-05-10,24.4,0.00,0.00
1994-05-11,24.4,0.00,0.00
1994-05-12,24.4,0.00,0.00
1994-05-13,24.4,0.20,0.20
1994-05-14,24.6,0.00,0.00
1994-05-15,24.6,0.00,0.00
1994-05-16,24.6,0.00,0.00
1994-05-17,24.6,0.00,0.00
1994-05-18,24.6,0.00,0.00
1994-05-19,24.6,0.00,0.00
1994-05-20,24.6,0.00,0.00
1994-05-21,24.6,0.00,0.00
1994-05-22,24.6,0.00,0.00
1994-05-23,24.6,0.00,0.00
1994-05-24,24.6,0.00,0.00
1994-05-25,24.6,0.00,0.00
1994-05-26,24.6,0.00,0.00
1994-05-27,24.6,0.00,0.00
1994-05-28,24.6,0.10,0.10
1994-05-29,24.7,0.10,0.10
1994-05-30,24.8,0.00,0.00
1994-05-31,24.8,0.00,0.00
1994-06-01,24.8,0.00,0.00
1994-06-02,24.8,0.00,0.00
1994-06-03,24.8,0.00,0.00
1994-06-04,24.8,0.00,0.00
1994-06-05,24.8,0.00,0.00
1994-06-06,24.8,0.00,0.00
1994-06-07,24.8,0.00,0.00
